CVE-2008-10002,https://github.com/cfire24/ajaxlife/commit/9fb53b67312fe3f4336e01c1e3e1bedb4be0c1c8
CVE-2009-10002,https://github.com/dpup/fittr-flickr/commit/08875dd8a2e5d0d16568bb0d67cb4328062fccde
CVE-2010-2273,https://github.com/dojo/dijit/commit/3ed64ced5553a52b2078b89db0d32163abf0b9d4,https://github.com/dojo/dojo/commit/9117ffd5a3863e44c92fcd58564c0da22be858f4
CVE-2010-2274,https://github.com/dojo/dojo/commit/03156f05c0d4e47b9d97236e0379634fcc518c07,https://github.com/dojo/dojo/commit/49a0f0cbeaff89dfc24185b74554d72dd32b7673,https://github.com/dojo/dojo/commit/52c1204c79f41cc2f154b05b956dcf965745882c,https://github.com/dojo/dojo/commit/5822e4a3d440514e0caf6a43f49cb1abbec83f4f,https://github.com/dojo/dojo/commit/a14c9307a8f265a0d723c238e625dfe200f966c3
CVE-2010-3978,https://github.com/railsdog/spree/commit/19944bd999c310d9b10d16a41f48ebac97dc4fac,https://github.com/railsdog/spree/commit/d881b2bb610ea33e2364ff16feb8e702dfeda135
CVE-2010-5312,https://github.com/jquery/jquery-ui/commit/7e9060c109b928769a664dbcc2c17bd21231b6f3
CVE-2011-10004,https://github.com/wp-plugins/reciply/commit/e3ff616dc08d3aadff9253f1085e13f677d0c676
CVE-2011-10006,https://github.com/wp-plugins/wp-postratings/commit/6182a5682b12369ced0becd3b505439ce2eb8132,https://github.com/wp-plugins/wp-postratings/commit/dcc68d03693152eba14d6fb33ba42528ff60e06a
CVE-2011-3591,https://github.com/phpmyadmin/phpmyadmin/commit/bda213c58aec44925be661acb0e76c19483ea170
CVE-2011-3592,https://github.com/phpmyadmin/phpmyadmin/commit/2f28ce9c800274190418da0945ce3647d36e1db6
CVE-2011-4312,https://github.com/reviewboard/reviewboard/commit/7a0a9d94555502278534dedcf2d75e9fccce8c3d
CVE-2011-4969,https://github.com/jquery/jquery/commit/749dbad981f040bd65cbb50c10e9aa6e44bd26ff,https://github.com/jquery/jquery/commit/db9e023e62c1ff5d8f21ed9868ab6878da2005e9
CVE-2012-0973,https://github.com/osclass/OSClass/commit/ff7ef8a97301aaaf6a97fe46c2c27981a86b4e2f#diff-73
CVE-2012-0974,https://github.com/osclass/OSClass/commit/ff7ef8a97301aaaf6a97fe46c2c27981a86b4e2f#diff-73
CVE-2012-10011,https://github.com/wp-plugins/contus-hd-flv-player/commit/34d66b9f3231a0e2dc0e536a6fe615d736e863f7
CVE-2012-1190,https://github.com/phpmyadmin/phpmyadmin/commit/86073d532aed656550cb731aa5b4288b126ae7a6
CVE-2012-1617,https://github.com/osclass/OSClass/commit/1e7626f4e1a26371480989c0b937f107ea9a6d4b,https://github.com/osclass/OSClass/commit/a40b76695994442644e46e1b776d79660500566a,https://github.com/osclass/OSClass/commit/ff7ef8a97301aaaf6a97fe46c2c27981a86b4e2f#diff-1
CVE-2012-2094,https://github.com/openstack/horizon/commit/7f8c788aa70db98ac904f37fa4197fcabb802942
CVE-2012-4394,https://github.com/owncloud/core/commit/d203fa2c50f4b2791e68e2b8ab9a0f8b94f9c9f8
CVE-2012-4396,https://github.com/owncloud/core/commit/44260a552cd4ee50ee11eee45164c725f56f7027,https://github.com/owncloud/core/commit/642e7ce110cb8c320072532c29abe003385d50f5,https://github.com/owncloud/core/commit/8f09299e2468dfc4f9ec72b05acf47de3ef9d1d7,https://github.com/owncloud/core/commit/8f616ecf76aac4a8b554fbf5a90b1645d0f25438,https://github.com/owncloud/core/commit/cc653a8a408adfb4d0cd532145668aacd85ad96c,https://github.com/owncloud/core/commit/d294373f476c795aaee7dc2444e7edfdea01a606,https://github.com/owncloud/core/commit/e817504569dce49fd7a677fa510e500394af0c48,https://github.com/owncloud/core/commit/f8337c9d723039760eecccf68bcb02752551e254,https://github.com/owncloud/core/commit/f955f6a6857754826af8903475688ba54f72c1bb
CVE-2012-4668,https://github.com/roundcube/roundcubemail/commit/c086978f6a91eacb339fd2976202fca9dad2ef32
CVE-2012-5162,https://github.com/osclass/OSClass/commit/ff7ef8a97301aaaf6a97fe46c2c27981a86b4e2f#diff-1
CVE-2012-5163,https://github.com/osclass/OSClass/commit/ff7ef8a97301aaaf6a97fe46c2c27981a86b4e2f#diff-1
CVE-2012-5339,https://github.com/phpmyadmin/phpmyadmin/commit/6ea8fad3f999bfdf79eb6fe31309592bca54d611,https://github.com/phpmyadmin/phpmyadmin/commit/cfd688d2512df9827a8ecc0412fc264fc5bcb186
